group_deal_category,group_created_by,delivery_coordinates,delivery_location_name,unique_group_members,total_groups,monday_orders,tuesday_orders,wednesday_orders,thursday_orders,friday_orders,saturday_orders,sunday_orders,active_days,total_orders
NORMAL_GROUPS,749100df-4c71-4c8b-8b37-ee303d7df2d2,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",6,1,0,7,0,0,0,0,0,1,7
NORMAL_GROUPS,9f4c1909-c3df-405f-8bea-5c21bc1767cb,POINT(38.737338 8.967764),ያልተሰየመ መንገድ,6,5,0,5,24,0,0,0,0,2,29
NORMAL_GROUPS,79cc6e4a-dfd0-4958-b779-ac2f0bde706e,POINT(38.822343 8.991848),ያልተሰየመ መንገድ,6,2,0,0,5,0,5,0,0,2,10
NORMAL_GROUPS,04ab88ad-8234-44de-a702-735914142aee,POINT(38.696437 9.041844),Lomi meda,6,5,25,0,0,0,0,0,0,1,25
NORMAL_GROUPS,79f9dfd1-94fc-46da-9bf8-9a958e581420,POINT(38.806992 9.014974),ያልተሰየመ መንገድ,6,6,11,6,2,1,0,0,0,4,20
NORMAL_GROUPS,7f605f08-de32-4fee-8bc0-21c2b694fb95,POINT(38.851213 9.020210),"CMC Compound, አዲስ አበባ, ኢትዮጵያ",6,3,16,0,0,0,0,0,0,2,16
NORMAL_GROUPS,1f9d8223-a6b2-4355-a684-f54141bc7802,POINT(38.898617 9.005720),Home,6,12,0,0,24,14,0,2,15,4,49
NORMAL_GROUPS,fa832105-b67c-47c7-ae60-124a8553d5a0,POINT(38.819835 8.874416),"Tulu Dimtu square, Kilinito, Feche Roye, ኢትዮጵያ",6,5,0,0,0,25,0,0,0,1,25
NORMAL_GROUPS,dc23538f-99c5-4387-bc68-da34ebc3a3ea,POINT(38.720427 8.967078),Africa building | jomo | አፍሪካ ህንፃ | ጀሞ,6,11,0,0,5,5,1,16,2,8,28
NORMAL_GROUPS,df58b4fb-276a-47c4-b89e-435a951a3d2e,POINT(38.775792 8.949477),Bole Bulbula 40|60 Condominium Block 31,6,2,0,0,0,0,0,6,4,2,10
NORMAL_GROUPS,44669983-fb95-4a8f-acb0-93faaa3f5315,POINT(38.751581 9.023417),ቸርችል ጎዳና,6,3,0,0,0,0,14,0,0,1,14
NORMAL_GROUPS,7b105659-2673-4ff1-a904-61f8509684c3,POINT(38.711914 8.958111),"Jemo anbesa garji, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,0,7,1,0,2,8
NORMAL_GROUPS,533d2558-ef77-44b7-a657-8ffa9047e296,POINT(38.774564 9.056225),"Ferensay Kela | ፈረንሳይ ኬላ taxi station, Addis Ababa, Ethiopia",6,8,0,0,1,0,0,42,0,2,43
NORMAL_GROUPS,3be86d36-1721-4db0-8fa0-e1658761f112,POINT(38.714808 8.961446),"ALL MART Supermarket jemo, Addis Ababa, Ethiopia",6,4,6,0,7,0,0,0,3,4,16
NORMAL_GROUPS,9a0adada-f6af-4143-b85e-e717fc501c70,POINT(38.889631 8.975517),"Bole Arabsa condminium/ቦሌ አራብሳ ኮንዶሚኒየም, ኢትዮጵያ",6,10,0,0,0,23,21,5,10,5,54
NORMAL_GROUPS,ff257e09-5007-4329-93dc-4e570209bb84,POINT(38.796161 9.022847),ያልተሰየመ መንገድ,6,2,0,0,0,10,5,0,0,2,15
NORMAL_GROUPS,7b935b09-31a6-43fe-a4f5-a5180cf0b3dd,POINT(38.888004 8.988178),251 store et niguse,6,11,33,0,0,17,0,0,0,3,50
NORMAL_GROUPS,38c61cde-43fa-4989-b644-41720f0fb002,POINT(38.696108 8.949831),"Jemo 3, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,2,12,0,0,0,2,14
NORMAL_GROUPS,9a28374e-7f10-4c40-83f8-1abbd7fc434d,POINT(38.820639 8.999700),ያልተሰየመ መንገድ,6,2,0,0,6,0,7,0,0,2,13
NORMAL_GROUPS,51f585c0-ffcb-4223-b529-39a9848a7c01,POINT(38.787776 8.958336),ያልተሰየመ መንገድ,6,3,18,5,0,0,0,0,0,2,23
NORMAL_GROUPS,d3de018c-4441-4649-af60-6bd0e20f3698,POINT(38.832516 9.034994),"Dejazmach Wondirad Primary & Secondary School | ደጃዝማች ወንድይራድ የመጀመሪያና ሁለተኛ ደረጃ ትምህርት ቤት, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,0,0,0,23,0,1,17
NORMAL_GROUPS,5b0c11d5-9f68-4e47-a663-698d9cd7d1a8,POINT(38.684468 8.963841),"Jemmo 2 condominium, Unnamed Road, Addis Ababa, Ethiopia",6,6,0,40,0,0,0,0,0,2,40
NORMAL_GROUPS,be7b7903-3403-40e3-aa56-53388f116745,POINT(38.762057 8.967689),A1,6,7,11,0,1,2,0,4,0,4,18
NORMAL_GROUPS,815cc2e0-4c32-4320-90dc-b84edf83974f,POINT(38.829882 9.002168),"Goro St. Gebriel Church, Addis Ababa, Ethiopia",6,3,0,17,0,0,0,0,0,1,17
NORMAL_GROUPS,083be7c3-c139-4e54-96ec-bf7c41cf64ca,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",6,1,0,0,6,0,0,0,0,1,6
NORMAL_GROUPS,0b7134ca-052c-46a6-abdd-634a71cd2efd,POINT(38.723698 9.063737),ያልተሰየመ መንገድ,6,7,0,0,0,0,32,0,0,1,32
NORMAL_GROUPS,c8ef5e81-5448-42d1-b546-db6e2c12f9c0,POINT(38.692815 9.004231),"Bethel Hospital, አዲስ አበባ, ኢትዮጵያ",6,7,0,0,0,0,0,31,0,1,31
NORMAL_GROUPS,994ca575-bb7b-4a7c-bf84-6069acf85512,POINT(38.752235 9.041373),"Jiva School, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,0,19,0,0,0,1,19
NORMAL_GROUPS,985798aa-253a-4bc7-8afe-95b5e03ace48,POINT(38.709773 9.018357),ያልተሰየመ መንገድ,6,3,0,17,0,0,0,0,0,1,17
NORMAL_GROUPS,7df8f399-0fb0-4d4c-8b93-021a9e84eb3f,POINT(38.798817 9.015304),Yaliteseyeme Menigedi,6,2,0,0,1,0,7,0,0,2,8
NORMAL_GROUPS,0e2c68b0-417d-47ba-91bb-6c3dc650b256,POINT(38.824382 8.904326),"Koye feche Woreda | ኮዬ ፈጬ ወረዳ, አዲስ አበባ, ኢትዮጵያ",6,7,18,0,20,0,0,0,0,2,38
NORMAL_GROUPS,408ef735-deef-4446-a95c-a7a9ab48f84c,POINT(38.719764 9.011873),"Dream Tower | Torhayloch | ድሪም ታወር | ጦርሃይሎች, አዲስ አበባ, ኢትዮጵያ",6,6,0,0,0,6,17,0,0,3,23
NORMAL_GROUPS,c20ace42-ec12-44dc-9bf2-03e5cb6916df,POINT(38.776126 8.987495),Rwanda Street,6,7,21,0,0,0,0,0,16,2,37
NORMAL_GROUPS,07a20be1-4643-4fc5-b526-145c7a7ba4fb,POINT(38.808549 9.013756),Bole 12/13,6,5,0,13,0,7,0,0,0,2,20
NORMAL_GROUPS,d59c93b4-9276-4412-855c-28636ec82c05,POINT(38.852532 9.009798),"ፍየል ቤት, አዲስ አበባ, ኢትዮጵያ",6,3,14,0,0,0,5,0,0,2,12
NORMAL_GROUPS,8f2a917a-db9b-4438-84f5-2b3f71ff5dc1,POINT(38.730537 8.934119),ያልተሰየመ መንገድ,6,7,12,0,13,0,5,4,0,5,34
NORMAL_GROUPS,cb9c1212-67bc-426a-9542-323d62723839,POINT(38.722601 9.054309),"Lobe Medium Clinic, አዲስ አበባ, ኢትዮጵያ",6,2,22,0,0,0,0,0,0,1,15
NORMAL_GROUPS,24067ed9-bc1a-49bf-93af-f6b96f2c1b50,POINT(38.802769 9.014952),Ring Road,6,2,0,9,0,0,0,0,0,1,9
NORMAL_GROUPS,3fce526c-4ba6-45e0-bc5e-d6c8ac33b6b3,POINT(38.790515 9.008774),"Adane Gebru building, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,7,0,0,0,0,1,7
NORMAL_GROUPS,34e5334e-9e42-4ec6-8275-e62ef8637546,POINT(38.733625 9.012393),የፌዴራል ጠቅላይ ፍርድ ቤት,6,1,0,0,0,8,0,0,0,1,8
NORMAL_GROUPS,0913fa2e-4537-47b2-b82a-5cac8f9b06e3,POINT(38.825826 9.007159),"Sefere genet, Sefere Genet St, አዲስ አበባ, ኢትዮጵያ",6,9,6,9,10,0,0,0,0,3,25
NORMAL_GROUPS,26b2a14c-c454-4a78-9de2-21a335b779a1,POINT(38.705418 8.962215),"Jemo Mestawot, Mariam Church, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,0,0,0,17,0,1,17
NORMAL_GROUPS,c4cb44bb-862b-47d0-8d6f-8370c69e6823,POINT(38.698982 9.051051),Birchko junction ብርጭቆ ጫፍ/ ሚኪሊላንድ,6,10,0,9,0,2,12,0,0,4,22
NORMAL_GROUPS,9670e7f4-77a0-477f-8c90-478364b10b43,POINT(38.742546 9.016099),Lideta 7/14,6,8,0,3,0,0,12,5,0,3,19
NORMAL_GROUPS,75a15be0-5656-4e61-bf05-8fb71a086493,POINT(38.822889 9.009117),"Guzara Hotel Addis | Jacros, Jacros Street, አዲስ አበባ, ኢትዮጵያ",6,7,32,0,0,0,14,3,0,4,39
NORMAL_GROUPS,e1c6eaf1-f07d-44c7-b0f0-f3dc743c5ae4,POINT(38.714370 8.961425),Jemo tele,6,9,0,5,22,0,0,22,12,5,48
NORMAL_GROUPS,b7a3a9c7-535b-4bd9-891d-1cfd092c5dfa,POINT(38.768801 8.911357),"Kality | St. Gebriel ቃሊቲ | ቅዱስ ገብርኤል ፀበል ስፍራ, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,0,0,0,12,1,6
NORMAL_GROUPS,f660db1d-c21e-4a16-bf59-fc5a8f3ae251,POINT(38.824854 9.000039),Near to lideta chuch Lideta Sub City,6,7,0,0,5,22,0,0,10,4,24
NORMAL_GROUPS,0f982f99-040c-4a37-94bc-0273e7e9b15e,POINT(38.750018 9.052390),Home,6,1,0,0,0,6,2,0,0,2,8
NORMAL_GROUPS,90537a54-a94c-47c1-bd10-d242505e54e7,POINT(38.705418 8.962215),"Jemo Mestawot, Mariam Church, አዲስ አበባ, ኢትዮጵያ",6,2,0,0,0,0,21,0,0,1,14
NORMAL_GROUPS,6ef58a01-b331-42fa-8ec2-136200a277a9,POINT(38.836987 9.012464),Figa traffic lights ፊጋ መብራት,6,4,12,0,5,0,0,10,0,3,22
NORMAL_GROUPS,ca54cfe8-37b8-4250-90ca-b3b08f314513,POINT(38.692439 9.062966),"Mary Joy Asko Area Center, አዲስ አበባ, ኢትዮጵያ",6,3,15,0,0,0,0,0,0,1,15
NORMAL_GROUPS,49b82dd0-80d8-4587-b0da-f94c78f603c9,POINT(38.815531 8.872730),ያልተሰየመ መንገድ,6,8,11,9,10,24,0,0,0,4,48
NORMAL_GROUPS,5f73ce5b-8b5f-4f01-8120-2e8f684eb2eb,POINT(38.754289 8.934566),"Haji suk, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,0,11,0,0,1,11
NORMAL_GROUPS,c18cbedc-aba2-4f54-aa5b-fbb4ae8b8bd6,POINT(38.717027 8.992690),"Total Sost Quter Roundabout | ቶታል ሶስት ቁጥር ማዞሪያ, አዲስ አበባ, ኢትዮጵያ",6,2,0,0,0,0,9,9,0,2,18
NORMAL_GROUPS,8fa518f8-5f03-4e7a-8800-3719b5a8478f,POINT(38.753671 8.934875),ያልተሰየመ መንገድ,6,2,13,0,0,0,0,0,0,1,13
NORMAL_GROUPS,435ee832-8f1e-4732-81c6-edcb93fada1a,POINT(38.823015 8.991362),ያልተሰየመ መንገድ,6,10,6,0,17,9,19,5,0,6,56
NORMAL_GROUPS,2d9cb637-b9a9-4639-89e0-77cf956ab0f1,POINT(38.776405 9.020318),Enderase condominium | እንደራሴ ኮንዶሚኒየም,6,14,0,30,0,0,0,0,12,2,38
NORMAL_GROUPS,0d579c4a-5b61-4eb0-a62f-a67fe2145f28,POINT(38.799509 8.875454),"Fitawrari Abayneh Secondary School - ፊታውራሪ አባይነህ ፪ኛ ደረጃ ት/ቤት, Akaki Kality, Addis Ababa, Ethiopia",6,22,0,37,21,0,24,0,0,4,81
NORMAL_GROUPS,1e5b2f86-1ba9-4794-b901-2e82b029c59c,POINT(38.723654 9.015145),ያልተሰየመ መንገድ,6,8,0,0,0,7,0,0,20,2,24
NORMAL_GROUPS,a6121be1-e679-4b33-bec9-583f6ad9d63d,POINT(38.769208 9.011020),Enate Building,6,6,0,0,0,21,0,0,0,2,21
NORMAL_GROUPS,3bd7aa11-2ff3-4946-9325-7eb8abf6647b,POINT(38.705418 8.962215),"Jemo Mestawot, Mariam Church, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,0,0,6,0,1,6
NORMAL_GROUPS,c46e5477-eab1-4ff5-a022-0093d309ef88,POINT(38.748680 9.013838),Hibret Bank Building,6,6,0,12,0,0,0,10,0,2,22
NORMAL_GROUPS,29f57b02-153d-4669-b93f-35d675fd1ef9,POINT(38.853938 9.039310),"GETER MENAFESHA | Kotebe | ገጠር መናፈሻ | ኮተቤ |, Addis Ababa, Ethiopia",6,4,0,0,23,0,11,0,0,2,34
NORMAL_GROUPS,61afd9de-53be-49ac-96ce-6d736d37b084,POINT(38.716862 9.056787),Lemma tadesse,6,9,22,0,0,2,28,24,0,5,38
NORMAL_GROUPS,8c285cc5-7fc3-4b3a-a07b-f32a4d411a70,POINT(38.891683 9.060702),Hirut`s,6,8,0,0,6,0,0,28,0,2,34
NORMAL_GROUPS,e2b825fa-d208-4ac2-b7e2-b7f6839dd5ed,POINT(38.896166 9.004851),ያልተሰየመ መንገድ,6,2,0,0,0,0,0,0,12,1,12
NORMAL_GROUPS,a30d986c-e342-4c9d-99bd-afed65f9cd96,POINT(38.814045 8.995455),Kadisco general hospital | gerji | ካዲስኮ አጠቃላይ ሆስፒታል | ገርጂ,6,2,0,0,12,0,4,0,0,2,13
NORMAL_GROUPS,d190ad93-2f3f-46bc-b8c3-9006b25d82bb,POINT(38.737504 9.030336),"Merkato adarashi(መርካቶ አዳራሽ), አዲስ አበባ, ኢትዮጵያ",6,3,0,16,0,0,0,0,0,1,16
NORMAL_GROUPS,1ec99e8c-dd87-4482-8e25-c400b90aca44,POINT(38.751799 8.994987),"ICL | Bulgaria | አይ ሲ ኤል | ቡልጋሪያ, አዲስ አበባ, ኢትዮጵያ",6,3,18,0,0,0,0,0,0,1,18
NORMAL_GROUPS,6c5481d0-54b7-41ed-903c-3b7cacca522f,POINT(38.752620 9.054568),"Kechene Medhane Alem ቀጨኔ መድሐኒአለም ቤ/ክርስቲያን, Senegal St, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,0,0,15,2,0,2,17
NORMAL_GROUPS,04061ff1-fa1f-4b6b-a026-837f6aa1287f,POINT(38.808086 8.999657),"(Korean Hospital), Sub-City, Addis Ababa, Ethiopia",6,3,15,0,12,0,0,0,0,2,27
NORMAL_GROUPS,2414b0bc-b5f8-46ad-9d92-4386d2c74beb,POINT(38.690135 9.071723),Rita supermarket,6,18,8,0,21,13,10,5,0,8,56
NORMAL_GROUPS,8b284117-aa9a-4f2d-9818-7207b9707e04,POINT(38.692452 9.058336),"Asko Addis Sefer, አዲስ አበባ, ኢትዮጵያ",6,22,13,0,12,1,36,26,6,9,89
NORMAL_GROUPS,e4490ca4-da0b-4de2-a868-a3db152e1a54,POINT(38.820569 8.999480),"Leka Building | Yerer | ሌቃ ህንጻ | የረር, አዲስ አበባ, ኢትዮጵያ",6,5,0,0,26,0,0,0,0,2,20
NORMAL_GROUPS,119bbe2e-5e4d-4049-8d27-a4b848f159e1,POINT(38.832396 9.030998),"Kotebe 02 Market, አዲስ አበባ, ኢትዮጵያ",6,1,0,6,0,0,0,0,0,1,6
NORMAL_GROUPS,a6cbd68a-0316-415f-8540-a47fd0b4ca07,POINT(38.839069 8.999095),Tsegereda Tadesse Tekletsadik,6,5,0,0,25,0,0,0,0,1,25
NORMAL_GROUPS,ae9bc5d8-c07e-4db5-a3f2-5763218cfce1,POINT(38.708535 8.959134),"Jemo 1, Addis Ababa, Ethiopia",6,3,0,0,5,0,1,5,0,3,11
NORMAL_GROUPS,87c7b950-fb68-4cf9-a270-e39cbd45876f,POINT(38.826389 8.910990),"(ኮዬ ፈጬ), አዲስ አበባ, ኢትዮጵያ",6,9,0,0,0,0,36,16,0,3,44
NORMAL_GROUPS,df9e8f51-9510-4752-9fd1-f4ae573ce89e,POINT(38.843579 8.885835),"Koye 18, አዲስ አበባ, ኢትዮጵያ",6,7,0,0,0,16,15,0,0,2,31
NORMAL_GROUPS,f4a41d43-a28d-4cbb-8a86-1b4a27836c6b,POINT(38.692815 9.004231),"Bethel Hospital, አዲስ አበባ, ኢትዮጵያ",6,15,0,0,83,12,0,0,0,2,81
NORMAL_GROUPS,b41cfa9a-d873-4295-913d-27612b8f8106,POINT(38.813808 9.019354),"Century Mall Gurd Shola, አዲስ አበባ, ኢትዮጵያ",6,2,0,0,0,0,0,10,10,2,20
NORMAL_GROUPS,bfeaed74-8ac3-489b-a7a6-856348cdd03e,POINT(38.774005 9.049448),Home,6,13,0,4,11,0,7,16,0,6,38
NORMAL_GROUPS,af4ad531-22a0-4842-95e8-2fe1634dc849,POINT(38.752860 9.012328),Gambia St,6,1,0,0,0,0,0,8,0,1,8
NORMAL_GROUPS,e03820ed-a50f-4fe1-9798-1db2acedc0f8,POINT(38.892301 9.014826),Bole 16/18/21/22,6,8,0,0,0,0,0,53,0,1,53
NORMAL_GROUPS,4fedf679-a0c2-40d5-bcd0-0e2ab7e84054,POINT(38.770738 8.945151),"SARIS ABO CHURCH RING ROAD, Ring Road, Addis Ababa, Ethiopia",6,3,0,0,5,11,0,0,0,2,16
NORMAL_GROUPS,f3dcb1ae-b406-45c2-a67d-ee52c263fb26,POINT(38.706867 9.005048),Weyira Sefer,6,23,15,47,0,37,13,0,0,4,107
NORMAL_GROUPS,cd39b5c3-72ca-45b4-94ce-d2a11fa91d32,POINT(38.772719 8.957544),"Saris Addis sefer (አዲስ ሰፈር) FERES place, አዲስ አበባ, ኢትዮጵያ",6,8,0,0,39,21,0,0,0,2,60
NORMAL_GROUPS,be8639ac-42ce-402b-a1a6-d4a031f4610d,POINT(38.750249 9.020075),Tikur Anbessa Specialised Hospital,6,2,0,0,0,0,0,14,6,3,15
NORMAL_GROUPS,0f6f144f-6779-498b-9f50-ab169e9f716f,POINT(38.837350 9.008828),Figa Area | ፊጋ አካባቢ,6,8,0,9,0,0,0,0,15,3,24
NORMAL_GROUPS,3a285d52-ae20-4c11-87b5-1a8a6f97cf0b,POINT(38.888362 9.007105),251 store et azeb,6,27,22,5,18,32,0,0,22,7,85
NORMAL_GROUPS,ccb167f7-8aa0-4d0f-99bf-f971612b4a1a,POINT(38.774653 9.003178),"Kadisco General Hospital, አዲስ አበባ, ኢትዮጵያ",6,4,0,0,0,5,0,12,0,2,17
NORMAL_GROUPS,a59a20f6-63c2-4205-9b8b-077c740f7330,POINT(38.780209 8.991885),Airport Rd,6,9,6,6,0,32,0,0,0,3,44
NORMAL_GROUPS,508c93a7-c685-4553-b8af-233f4619633d,POINT(38.770911 8.988706),Ethio China St,6,4,0,23,0,0,0,3,0,4,26
NORMAL_GROUPS,e73ad443-b9c1-48dd-9d6c-7408e9e5391b,POINT(38.863335 9.065587),"Abado meskelegn, አዲስ አበባ, ኢትዮጵያ",6,11,0,0,0,23,11,0,0,2,34
NORMAL_GROUPS,7af51486-6f9e-4632-8d77-7644620b8e77,POINT(38.775816 9.017408),"Kazanchisካዛንችስ, Addis Ababa, Ethiopia",6,3,0,14,5,0,0,0,0,2,19
NORMAL_GROUPS,be08c62f-5db1-4163-bae6-7aa924780b47,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",6,3,8,0,7,0,0,0,14,3,18
NORMAL_GROUPS,b2cff644-b21f-444d-b061-1e81c4388755,POINT(38.768689 8.907747),Yaliteseyeme Menigedi,6,4,0,0,0,1,4,0,23,3,17
NORMAL_GROUPS,f848abcd-de83-4b66-a2b5-d3f6e218d632,POINT(38.729511 8.934372),ያልተሰየመ መንገድ,6,2,0,0,8,6,0,0,0,2,14
NORMAL_GROUPS,175340c1-e346-429e-bcd9-f2968f8fe077,POINT(38.828596 9.034302),"02 Market place, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,6,0,0,0,1,6
NORMAL_GROUPS,f46538ce-9258-46c2-a76a-25f6303e37d5,POINT(38.737085 9.058534),አዲሱ ገበያ,6,9,5,0,0,0,15,26,2,4,48
NORMAL_GROUPS,a5ceee2d-5c62-4cf2-996e-ef90dac3e0bb,POINT(38.720427 8.967078),"Africa Building - Jemo, አዲስ አበባ, ኢትዮጵያ",6,1,0,0,0,0,0,16,0,1,8
NORMAL_GROUPS,9459f911-b072-4220-a37b-9d3a1591bbc2,POINT(38.885107 9.009929),Bole 16/18/21/22,6,4,0,0,15,0,0,0,5,3,20
NORMAL_GROUPS,76d92bf1-b05e-4c10-8ee3-d43aa50e714f,POINT(38.828281 8.996472),"Goro School | Afroadise, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,15,0,0,0,0,1,15
NORMAL_GROUPS,520acfb6-b562-4f94-858f-1d85e9067b00,POINT(38.700113 9.018685),"Lideta Gebri'El Bete Kristiyan, Kolfe Keranio, Addis Ababa, 7777, Ethiopia",6,5,0,17,0,0,0,0,0,1,17
NORMAL_GROUPS,4cd69ff2-6f6a-4ce2-a953-3a06c24b5a83,POINT(38.705082 8.961805),Yaliteseyeme Menigedi,6,2,0,0,0,0,0,11,0,1,11
NORMAL_GROUPS,a6ebe790-f32e-4df8-99a4-a8171c85b2aa,POINT(38.763611 9.005401),Chirkos 20/21,6,17,0,0,0,55,0,0,0,1,49
NORMAL_GROUPS,dbd59493-1650-4e21-8ae5-8a6a0234f9b1,POINT(38.791535 9.059631),Gurara,6,4,0,0,0,6,5,6,0,3,17
NORMAL_GROUPS,f3e484ee-46f1-4a3c-a298-d21a98a03d62,POINT(38.675965 9.006564),ያልተሰየመ መንገድ,6,12,0,41,8,0,0,0,0,2,49
NORMAL_GROUPS,01edbae7-aada-418f-8faa-5ff4c5ba77aa,POINT(38.710864 8.959311),"Jemo 1 spot, አዲስ አበባ, ኢትዮጵያ",6,2,1,5,4,0,0,0,0,3,10
NORMAL_GROUPS,7da43ff0-4ffe-4e92-be7a-a3f7dedd51ca,POINT(38.852179 9.009995),"Safari Feyel Bet Square | ሳፋሪ ፍየል ቤት መስቀለኛ | Summit Feyel Bet Square, አዲስ አበባ, ኢትዮጵያ",6,9,0,0,0,0,0,2,54,2,55
NORMAL_GROUPS,efbfcacf-8767-4332-ac07-75c081c4d9e8,POINT(38.809922 9.004353),Gerji(MebratHail) Electric Power Station,6,18,21,23,17,12,0,23,5,10,96
NORMAL_GROUPS,c7ccdc97-1661-4a86-8b43-f3ffa0372578,POINT(38.696108 8.949831),"Jemo 3, አዲስ አበባ, ኢትዮጵያ",6,3,0,0,9,7,0,0,0,2,16
NORMAL_GROUPS,76df7ff1-97b6-480b-a040-60c1a96d88de,POINT(38.845125 9.020901),A2,6,5,0,12,5,0,10,5,0,4,27
NORMAL_GROUPS,5396f02c-e752-46e4-ad79-fae989a60990,POINT(38.705418 8.962215),"Jemo Mestawot, Mariam Church, አዲስ አበባ, ኢትዮጵያ",6,4,0,0,0,21,0,0,0,1,21
NORMAL_GROUPS,319d4772-ab6b-49cb-a243-18023e83fff5,POINT(38.709955 8.960454),"Jemo 1 condominium (ጀሞ 1 ኮንዶሚንየም ), አዲስ አበባ, ኢትዮጵያ",6,4,0,0,18,7,0,0,0,2,25
NORMAL_GROUPS,6b253692-ebf4-42d4-9636-45068ba0b399,POINT(38.716206 8.952896),"Lebu Medhanealem, Addis Ababa, Ethiopia",6,12,11,5,8,11,13,0,1,8,48
NORMAL_GROUPS,8fcb2242-7c58-4bbf-acd8-dd64d698af37,POINT(38.762470 9.086574),"Entoto Park - Main Entrance, Intoto Street, አዲስ አበባ, ኢትዮጵያ",6,12,1,5,25,0,31,0,0,4,62
NORMAL_GROUPS,4f8cdb79-a515-4d1a-a40e-ad98cf267ae7,POINT(38.834772 8.906595),Koye feche project 17 block_453,6,11,0,0,36,0,0,30,0,2,54
NORMAL_GROUPS,d9fd6cdb-69fc-476b-9c3d-841d8fe60628,POINT(38.826130 8.908148),"Koye Feche Yohanis Church | ኮዬ ፈጬ ዮሃንስ ቤተክርስትያን, Addis Ababa, Ethiopia",6,3,0,5,0,0,0,6,0,2,11
NORMAL_GROUPS,304d2ab7-9c46-46cc-b523-3f11201f62be,POINT(38.758638 9.049922),"Menen Condominium | 6 killo | መነን ኮንዶሚኒየም | 6 ኪሎ, አዲስ አበባ, ኢትዮጵያ",6,8,0,2,33,1,0,0,0,4,31
NORMAL_GROUPS,03ce617d-4938-490d-98d6-d1a83e2ca646,POINT(38.792186 8.959904),"Bole Bulbula, Woreda 12, Addis Ababa, Ethiopia",6,8,0,15,21,7,15,0,0,4,58
NORMAL_GROUPS,45dc67f2-4aa2-4147-8369-0b1f2497190c,POINT(38.896992 9.009632),49 mazoriya mesekelagna,6,11,0,31,31,0,0,0,0,2,57
NORMAL_GROUPS,0d560e96-0adb-4174-9f57-24814584e0f5,POINT(38.859115 9.039602),ያልተሰየመ መንገድ,6,10,0,3,0,10,2,10,0,4,18
NORMAL_GROUPS,b6f7fd39-49c3-4866-8de4-134349f194f7,POINT(38.766879 8.879974),"Gelan Condominium, Health Center",6,2,0,0,5,0,5,0,0,2,10
NORMAL_GROUPS,1fdf00de-972c-4c86-a665-0af96f8fbb87,POINT(38.787506 8.992140),Millennium Apartment Hotel Rd,6,2,4,0,0,5,0,0,0,2,9
NORMAL_GROUPS,f3aa9465-e589-4875-88dd-b52e4bbe4ac4,POINT(38.736592 9.070392),"Fasil international hotel, A3, አዲስ አበባ, ኢትዮጵያ",6,4,4,0,0,10,0,0,0,2,14
NORMAL_GROUPS,1f07c0f3-be66-4e9d-b5b7-c030e00f9442,POINT(38.693768 9.066322),Asko Menaharia,6,3,0,0,15,0,0,0,0,1,15
NORMAL_GROUPS,e813026c-0d5a-4796-936a-2411361f4bc0,POINT(38.684508 8.979570),"Repi Soap & Detergent P.L.C - ረጲ ሳሙናና ዲተርጀንት ፋብሪካ, አዲስ አበባ, ኢትዮጵያ",6,5,0,0,0,17,0,0,0,1,17
NORMAL_GROUPS,9cac0df4-458c-4e8f-b66d-28eb14fbb361,POINT(38.830513 8.900149),Nor be koye,6,21,6,2,5,17,16,2,0,9,44
NORMAL_GROUPS,7d0dab71-f865-4760-a530-0a9ef82b5c59,POINT(38.781445 8.956777),Ememuz academy,6,7,0,0,0,20,64,0,0,2,31
NORMAL_GROUPS,49b82dd0-80d8-4587-b0da-f94c78f603c9,POINT(38.815568 8.872622),ያልተሰየመ መንገድ,6,1,0,0,0,0,0,6,0,1,6
NORMAL_GROUPS,573a4223-c28c-46d9-8987-021f69287294,POINT(38.713228 8.967945),Jijiga sefer,6,17,7,19,6,20,17,6,6,11,81
NORMAL_GROUPS,b4b1dcfb-8147-4685-859f-4c27c9d83ccf,POINT(38.683770 8.994371),ያልተሰየመ መንገድ,6,19,0,16,0,52,1,41,0,5,110
NORMAL_GROUPS,d61fcfb6-2f83-4b89-a262-001ea0e9e579,POINT(38.768356 9.064047),"ፈረንሳይ ለጋሲዮን አንቀጸ ምሕረት ቅዱስ ሚካኤል ካቴድራል, አዲስ አበባ, ኢትዮጵያ",6,12,20,0,36,0,0,0,0,2,56
