date,product_name,Local shop price
2025-05-20,Apple,500
2025-05-06,Salad,120
2025-10-20,Garlic,350
2025-05-31,Red Onion Grade C,90
2025-07-06,Chili Green,180
2025-08-12,Red Onion A,110
2025-07-19,Chili Green,120
2025-07-11,Banana,60
2025-06-04,Ye Habesha Mango,140
2025-04-22,Chilly Green (Elfora),200
2025-06-21,Corn,35
2025-07-17,Strawberry,200
2025-07-13,Papaya,100
2025-07-28,Tomato B,50
2025-10-07,Zucchini,170
2025-08-31,Green Beans,100
2025-09-08,Broccoli,200
2025-10-05,Potato,35
2025-09-30,Lemon,130
2025-08-01,Apple,440
2025-04-15,Ye Habesha Mango,100
2025-06-28,Carrot,80
2025-05-06,Papaya,70
2025-08-20,White Cabbage,40
2025-10-17,Salad,210
2025-08-25,Red Onion Elfora,90
2025-07-30,White Cabbage,35
2025-09-30,Salad,210
2025-08-29,Papaya,150
2025-04-15,Salad,150
2025-05-30,Tomatoes Grade A,30
2025-05-20,Red Onion Grade C,80
2025-06-07,Courgette,100
2025-09-07,Tomato A,70
2025-08-25,Carrot,100
2025-10-09,Sweet Potato,100
2025-04-17,Strawberry,200
2025-04-05,Red Onion Grade B,55
2025-06-19,Corn,35
2025-09-07,Green chili starta,160
2025-06-05,Red Onion Grade C,95
2025-04-04,Apple Mango,250
2025-04-13,Chilly Green (Elfora),210
2025-08-03,Lemon,200
2025-05-16,Ye Habesha Mango,150
2025-07-17,Eggplant,120
2025-04-04,Courgette,80
2025-09-26,Ginger,220
2025-06-05,Tomatoes Grade B,30
2025-06-17,Potatoes,55
2025-10-15,Banana,90
2025-07-15,Garlic,400
2025-10-14,White Cabbage,40
2025-06-08,Garlic,400
2025-09-07,Corn,40
2025-09-28,Cucumber,170
2025-07-30,Cucumber,100
2025-07-06,Tomato A,50
2025-07-22,Carrot,110
2025-07-02,White Cabbage,45
2025-09-16,Strawberry,220
2025-05-09,Ye Habesha Mango,100
2025-04-21,Potatoes,50
2025-07-17,Pineapple,120
2025-05-01,Potatoes,50
2025-09-05,Salad,190
2025-09-29,Green Beans,80
2025-05-17,Ginger,200
2025-10-06,Ginger,200
2025-04-14,Garlic,350
2025-09-15,Tomato A,75
2025-09-03,Green Beans,120
2025-08-29,Avocado,95
2025-07-26,Ginger,220
2025-05-31,Courgette,150
2025-05-12,Tomatoes Grade A,40
2025-05-11,Chilly Green,150
2025-05-10,Green Beans,120
2025-07-29,Green Beans,120
2025-07-28,Garlic,350
2025-09-06,Pineapple,120
2025-09-03,Green chili starta,140
2025-10-12,Banana,85
2025-05-30,Red Onion Grade C,90
2025-09-21,Strawberry,250
2025-08-24,White Cabbage,35
2025-10-15,Avocado,90
2025-09-26,Red Onion Elfora,130
2025-04-06,Carrot,80
2025-06-01,Strawberry,200
2025-07-26,Mango Apple,180
2025-07-27,White Cabbage,40
2025-09-18,Chili Green,150
2025-10-04,Lemon,200
2025-06-08,Garlic,380
2025-09-26,Eggplant,90
2025-09-05,Mango Apple,160
2025-05-29,Carrot,70
2025-05-21,Lemon,200
2025-10-16,Green chili starta,230
2025-09-25,Ginger,250
2025-08-12,Strawberry,200
2025-07-14,Tomato A,60
2025-04-17,Tomatoes Grade A,65
2025-08-17,Apple,430
2025-08-02,Corn,35
2025-06-09,Papaya,100
2025-05-17,Chilly Green (Elfora),180
2025-06-10,Salad,140
2025-10-07,Avocado,120
2025-08-17,Chili Green,150
2025-08-02,Apple,500
2025-07-25,Mango Apple,230
2025-06-30,Mango,200
2025-05-08,Strawberry,180
2025-07-04,Lemon,200
2025-08-08,Banana,70
2025-08-20,Potato,45
2025-09-21,Red Onion B,120
2025-06-20,Potatoes,50
2025-07-29,Strawberry,230
2025-09-24,Banana,90
2025-07-01,Red Onion Grade B,100
2025-07-09,Strawberry,200
2025-08-20,Strawberry,200
2025-10-07,Orange,170
2025-08-02,Beetroot,60
2025-05-10,Green Beans,180
2025-09-17,Green Beans,160
2025-10-08,Corn,40
2025-05-22,Papaya,80
2025-04-01,Tomatoes Grade A,60
2025-06-16,Ye Habesha Mango,70
2025-09-18,Eggplant,100
2025-07-29,Sweet Potato,100
2025-08-15,Pineapple,120
2025-06-29,Apple,500
2025-08-02,Avocado,100
2025-10-13,Cucumber,140
2025-08-10,Corn,35
2025-09-06,Mango Apple,200
2025-08-28,Mango,100
2025-08-05,Lemon,200
2025-04-02,Red Onion A,75
2025-04-25,Ye Habesha Mango,100
2025-08-24,Pineapple,115
2025-06-06,Corn,30
2025-06-03,Ye Habesha Mango,150
2025-09-11,Carrot,100
2025-09-25,Papaya,100
2025-07-14,Apple,400
2025-09-30,Red Onion B,140
2025-10-01,Beetroot,55
2025-07-14,White Cabbage,50
2025-04-05,Carrot,80
2025-10-22,Beetroot,55
2025-07-14,Papaya,75
2025-09-28,Garlic,320
2025-07-28,Ginger,200
2025-06-06,Lemon,230
2025-04-29,Strawberry,200
2025-09-18,Potato for chips,35
2025-10-15,Red Onion B,85
2025-05-23,Chilly Green (Elfora),200
2025-10-18,Potato for chips,40
2025-05-09,White Cabbage,50
2025-08-05,Chili Green,150
2025-05-02,Apple Mango,220
2025-05-24,Tomatoes Grade A,40
2025-06-03,Papaya,80
2025-10-14,Red Onion B,80
2025-10-18,Orange,160
2025-06-09,Ginger,160
2025-07-26,Avocado,100
2025-08-31,Red Onion B,90
2025-09-18,Red Onion B,130
2025-08-15,Orange,180
2025-06-14,Avocado,70
2025-08-30,Red Onion B,110
2025-08-07,Red Onion Elfora,100
2025-10-19,Chili Green,160
2025-04-12,Red Onion A,60
2025-05-21,Ginger,200
2025-04-12,Yerer Orange,280
2025-09-12,Corn,40
2025-10-05,Broccoli,130
2025-06-05,Ye Habesha Mango,120
2025-06-22,Beet root,60
2025-08-26,Strawberry,230
2025-05-20,Green Beans,150
2025-04-06,Potatoes,50
2025-07-01,Ginger,200
2025-04-17,Ginger,140
2025-08-25,Apple,450
2025-05-22,Valencia Orange,250
2025-09-12,White Cabbage,40
2025-07-01,Sweet Potatoes,95
2025-06-19,White Cabbage (Small),50
2025-09-13,Banana,80
2025-10-14,Papaya,80
2025-08-05,Red Onion B,100
2025-04-17,Cucumber,200
2025-07-20,Pineapple,100
2025-08-24,Carrot,100
2025-10-03,Salad,150
2025-08-01,Pineapple,120
2025-09-25,Red Onion A,145
2025-06-06,Chilly Green,130
2025-05-29,Tomatoes Grade A,45
2025-07-01,Lemon,200
2025-05-20,Courgette,110
2025-09-30,Tomato A,95
2025-08-19,Zucchini,100
2025-06-03,Lemon,250
2025-10-21,Carrot,90
2025-09-30,Tomato A,100
2025-10-07,Potato for chips,40
2025-10-18,Salad,150
2025-08-10,Tomato A,50
2025-08-06,Mango Apple,170
2025-08-10,Sweet Potato,85
2025-07-09,Beetroot,60
2025-07-05,Green Beans,160
2025-05-23,Strawberry,180
2025-09-20,Broccoli,170
2025-10-14,Green chili starta,180
2025-07-08,Papaya,80
2025-08-12,Cucumber,100
2025-08-29,Red Onion Elfora,80
2025-08-26,Lemon,180
2025-07-17,Eggplant,120
2025-06-11,Valencia Orange,220
2025-09-28,Corn,40
2025-09-16,Tomato B,55
2025-04-09,Ginger,180
2025-09-23,Papaya,120
2025-05-02,Carrot,60
2025-10-09,Ginger,130
2025-04-02,Apple,400
2025-08-23,Mango,130
2025-06-19,Red Onion Elfora,80
2025-07-28,Avocado,90
2025-06-08,Salad,100
2025-07-03,Avocado,90
2025-06-14,Red Onion A,100
2025-05-26,Carrot,65
2025-10-08,Carrot,65
2025-10-17,Lemon,150
2025-04-01,Red Onion Grade B,65
2025-09-26,White Cabbage,30
2025-05-06,Salad,120
2025-10-09,Banana,90
2025-05-24,Beet root,50
2025-07-13,Tomato A,55
2025-07-28,Chili Green,180
2025-04-02,Avocado Shekaraw,120
2025-07-28,Broccoli,160
2025-07-16,Tomato B,55
2025-05-26,Ye Habesha Mango,60
2025-10-25,Sweet Potato,75
2025-09-13,Tomato A,65
2025-04-13,Cucumber,200
2025-07-21,Tomato B,55
2025-09-16,Orange,180
2025-10-05,Red Onion A,125
2025-04-10,Garlic,320
2025-08-03,Beetroot,70
2025-05-16,Lemon,200
2025-04-04,Lemon,260
2025-04-05,Ye Habesha Mango,80
2025-04-25,White Cabbage,45
2025-05-20,Avocado,100
2025-07-22,Tomato A,55
2025-05-14,Red Onion A,80
2025-07-04,Tomato B,45
2025-04-19,Cucumber,170
2025-10-02,Green Beans,140
2025-06-12,Potatoes,50
2025-04-22,White Cabbage,50
2025-04-02,Red Onion Grade B,55
2025-09-25,Zucchini,120
2025-06-19,Lemon,270
2025-10-25,Zucchini,160
2025-06-04,Salad,200
2025-10-16,White Cabbage,40
2025-10-14,Avocado,120
2025-10-14,Cucumber,200
2025-05-30,Potatoes,50
2025-05-24,Red Onion Grade C,80
2025-05-21,Courgette,110
2025-08-04,Tomato A,45
2025-08-02,White Cabbage,35
2025-07-13,Potato,40
2025-09-24,Garlic,400
2025-04-28,Red Onion Grade C,60
2025-09-29,Eggplant,80
2025-07-21,Chili Green,170
2025-09-11,Banana,80
2025-04-22,Salad,120
2025-07-23,Green Beans,120
2025-10-01,Orange,180
2025-09-23,Potato for chips,40
2025-05-05,Carrot,70
2025-06-16,Red Onion Elfora,85
2025-09-25,Corn,40
2025-05-07,Strawberry,200
2025-09-15,Beetroot,60
2025-05-30,Garlic,400
2025-06-04,Courgette,165
2025-10-19,Red Onion Elfora,80
2025-10-12,Chili Green,150
2025-08-03,Red Onion B,90
2025-08-09,Strawberry,200
2025-04-01,Tomatoes Grade A,60
2025-04-25,Chilly Green (Elfora),200
2025-09-09,Tomato A,70
2025-06-04,Apple,500
2025-09-03,Red Onion A,100
2025-06-17,Garlic,430
2025-07-18,Red Onion A,90
2025-08-25,Cucumber,200
2025-06-20,Red Onion Grade B,90
2025-09-24,Red Onion A,140
2025-05-08,White Cabbage,50
2025-04-06,Apple Mango,200
2025-09-01,Salad,180
2025-06-13,Apple,420
2025-07-30,Orange,230
2025-05-26,Tomatoes Grade A,45
2025-04-02,Chilly Green,170
2025-10-03,Salad,150
2025-10-25,Banana,85
2025-05-26,White Cabbage,45
2025-07-21,Banana,60
2025-04-04,Papaya,65
2025-08-24,Papaya,140
2025-07-24,Ginger,230
2025-07-28,Garlic,400
2025-08-22,Mango,100
2025-10-09,Green Beans,160
2025-08-11,Eggplant,100
2025-06-12,Apple,500
2025-08-21,Tomato B,50
2025-06-09,Carrot,70
2025-07-09,Tomato A,50
2025-07-20,Corn,40
2025-06-18,Red Onion Grade C,90
2025-07-13,Chili Green,160
2025-09-08,Garlic,300
2025-10-13,Potato for chips,40
2025-05-24,Papaya,65
2025-05-19,Tomatoes Grade B,40
2025-04-10,Red Onion A,65
2025-08-20,Beetroot,70
2025-06-20,Apple Mango,250
2025-05-06,Red Onion Grade B,60
2025-06-08,Red Onion Grade B,95
2025-07-21,Tomato B,55
2025-05-29,Valencia Orange,260
2025-04-02,Ginger,170
2025-07-16,Banana,60
2025-07-27,Chili Green,180
2025-07-31,Papaya,85
2025-04-25,Potatoes,55
2025-10-15,Salad,150
2025-04-12,Cucumber,180
2025-10-02,Apple,580
2025-07-07,Salad,160
2025-09-14,Tomato A,65
2025-09-14,Zucchini,160
2025-09-05,Papaya,120
2025-09-13,Red Onion B,120
2025-05-12,Chilly Green,160
2025-04-11,Carrot,75
2025-07-03,Red Onion B,90
2025-05-13,Potatoes,55
2025-09-08,Carrot,100
2025-04-03,Avocado,90
2025-08-02,Cucumber,170
2025-04-29,Beet root,55
2025-07-11,Eggplant,150
2025-04-07,Ye Habesha Mango,100
2025-07-12,Red Onion B,80
2025-05-24,Chilly Green,140
2025-05-27,Garlic,400
2025-05-17,Tomatoes Grade A,30
2025-09-28,Red Onion Elfora,120
2025-05-26,Cucumber,170
2025-07-03,Ginger,220
2025-06-14,Papaya,80
2025-05-14,Avocado,95
2025-10-22,Ginger,220
2025-07-06,Apple,500
2025-09-28,Orange,200
2025-04-15,Red Onion Grade B,60
2025-04-08,Avocado,90
2025-08-18,Orange,220
2025-10-12,Red Onion A,90
2025-06-18,Beet root,60
2025-10-22,Orange,160
2025-08-23,Beetroot,50
2025-06-19,Green Beans,140
2025-08-18,Red Onion A,120
2025-04-26,Lemon,230
2025-08-28,Orange,215
2025-04-30,Avocado Shekaraw,140
2025-07-29,Lemon,190
2025-09-23,Red Onion A,140
2025-06-06,Broccoli,140
2025-10-08,Avocado,110
2025-10-09,Apple,460
2025-09-10,Cucumber,200
2025-07-24,Papaya,80
2025-04-22,Apple Mango,260
2025-04-12,Lemon,270
2025-08-11,Ginger,250
2025-05-30,Pineapple,100
2025-06-17,Papaya,80
2025-09-06,Zucchini,150
2025-10-05,Potato for chips,40
2025-08-13,Zucchini,80
2025-10-22,Red Onion B,60
2025-09-24,Orange,200
2025-07-10,Apple,500
2025-04-11,Pineapple,120
2025-04-21,Red Onion Grade B,55
2025-05-25,Carrot,70
2025-09-18,Tomato B,70
2025-10-19,Red Onion A,75
2025-10-23,Beetroot,55
2025-05-04,Carrot,65
2025-09-06,Banana,90
2025-04-14,Avocado,120
2025-06-30,Lemon,220
2025-05-12,Red Onion Grade B,65
2025-10-06,Red Onion B,120
2025-08-26,Tomato A,60
2025-07-28,Lemon,200
2025-07-10,Tomato A,50
2025-07-14,White Cabbage,50
2025-10-05,Beetroot,60
2025-08-28,Lemon,120
2025-05-12,Yerer Orange,250
2025-08-13,White Cabbage,45
2025-10-04,Cucumber,170
2025-08-27,Banana,90
2025-09-17,Garlic,350
2025-06-15,Courgette,100
2025-10-08,Potato,35
2025-05-26,Cucumber,180
2025-07-08,Broccoli,250
2025-04-10,Garlic,300
2025-04-27,Valencia Orange,280
2025-07-05,Garlic,380
2025-06-30,Papaya,95
2025-09-29,Strawberry,200
2025-04-11,Garlic,330
2025-10-14,Mango Apple,240
2025-07-06,Banana,65
2025-10-06,Green chili starta,155
2025-04-13,White Cabbage,50
2025-05-06,Chilly Green,150
2025-08-25,Sweet Potato,100
2025-10-07,Broccoli,130
2025-09-30,Green chili starta,180
2025-10-14,Garlic,350
2025-04-01,Avocado Shekaraw,130
2025-09-30,Garlic,300
2025-09-15,Red Onion B,130
2025-05-24,Salad,130
2025-10-21,Sweet Potato,75
2025-08-18,Apple,500
2025-06-30,Banana,65
2025-06-15,Avocado,90
2025-04-23,White Cabbage,40
2025-07-03,Chili Green,130
2025-08-08,Cucumber,170
2025-05-18,Avocado Shekaraw,110
2025-05-25,Broccoli,150
2025-10-24,Red Onion A,60
2025-07-13,Strawberry,200
2025-10-23,White Cabbage,30
2025-04-12,Yerer Orange,365
2025-10-01,Green chili starta,180
2025-06-29,Tomatoes Grade B,45
2025-09-27,Tomato B,80
2025-07-10,Strawberry,200
2025-09-23,Cucumber,170
2025-08-26,Ginger,250
2025-09-06,Mango Apple,250
2025-10-19,White Cabbage,30
2025-06-20,Chilly Green,140
2025-04-05,Pineapple,120
2025-10-01,Apple,400
2025-06-17,Potatoes,50
2025-08-24,Broccoli,170
2025-09-22,Corn,40
2025-05-17,Strawberry,200
2025-08-12,Carrot,100
2025-06-18,Courgette,70
2025-07-03,Corn,35
2025-09-04,Apple,450
2025-10-17,Avocado,100
2025-04-12,Carrot,75
2025-04-04,Red Onion A,65
2025-04-10,White Cabbage,45
2025-04-07,Avocado,90
2025-10-10,Mango Apple,250
2025-07-04,Apple,440
2025-07-08,Zucchini,100
2025-10-04,Garlic,300
2025-10-13,Apple,460
2025-05-04,Strawberry,200
2025-08-03,Broccoli,200
2025-10-24,Apple,420
2025-07-23,Avocado,100
2025-04-14,Red Onion Grade B,60
2025-10-07,Ginger,250
2025-08-20,Pineapple,110
2025-10-10,Chili Green,170
2025-10-18,Corn,40
2025-10-01,White Cabbage,30
2025-09-29,Ginger,180
2025-07-24,Pineapple,120
2025-08-07,Chili Green,140
2025-04-09,Avocado,100
2025-07-05,Tomato B,40
2025-09-03,White Cabbage,40
2025-10-17,Ginger,240
2025-06-02,Carrot,70
2025-05-30,Courgette,100
2025-08-08,Strawberry,250
2025-06-04,Pineapple,100
2025-04-05,Ginger,280
2025-08-19,Apple,500
2025-10-04,Corn,35
2025-05-03,Valencia Orange,180
2025-10-21,Ginger,200
2025-08-29,Red Onion B,100
2025-08-25,Tomato A,50
2025-08-30,Green Beans,140
2025-06-02,Lemon,230
2025-07-01,Orange Valencia,220
2025-05-29,Avocado Shekaraw,110
2025-07-02,Sweet Potatoes,90
2025-04-29,Avocado,80
2025-10-22,Broccoli,180
2025-10-03,Lemon,200
2025-07-30,Tomato B,55
2025-06-11,White Cabbage,45
2025-10-11,Broccoli,200
2025-07-20,Red Onion B,85
2025-10-11,Red Onion B,80
2025-09-04,Pineapple,120
2025-08-26,Banana,75
2025-10-01,Green Beans,150
2025-04-03,Lemon,260
2025-08-07,Avocado,100
2025-10-11,Garlic,370
2025-08-30,Garlic,380
2025-09-10,Tomato A,70
2025-08-13,Chili Green,150
2025-04-23,Red Onion A,70
2025-08-20,Avocado,90
2025-07-23,Banana,70
2025-04-30,Apple Mango,240
2025-06-17,Papaya,70
2025-05-16,Courgette,150
2025-06-22,Red Onion Grade B,100
2025-08-19,Corn,35
2025-10-04,Potato for chips,40
2025-10-22,Avocado,110
2025-08-30,Salad,180
2025-10-16,Tomato B,85
2025-07-17,Strawberry,215
2025-04-29,Chilly Green,140
2025-06-06,Carrot,60
2025-10-05,Red Onion B,130
2025-09-30,Zucchini,150
2025-04-23,Beet root,45
2025-10-13,Banana,80
2025-05-11,Salad,120
2025-04-25,Broccoli,180
2025-10-09,Carrot,70
2025-10-21,Green Beans,80
2025-09-28,Red Onion B,135
2025-08-15,Chili Green,120
2025-06-17,Chilly Green (Elfora),150
2025-09-30,Red Onion Elfora,120
2025-10-10,Zucchini,200
2025-04-25,Courgette,150
2025-04-28,Ginger,150
2025-10-16,Lemon,160
2025-08-05,Strawberry,200
2025-10-04,Carrot,120
2025-09-04,Sweet Potato,80
2025-09-30,Sweet Potato,80
2025-08-02,Avocado,85
2025-07-24,Chili Green,150
2025-05-25,Chilly Green,120
2025-04-12,Tomatoes Grade A,65
2025-10-10,Lemon,120
2025-07-20,Ginger,200
2025-08-25,Eggplant,160
2025-09-19,Red Onion Elfora,110
2025-09-08,Chili Green,160
2025-05-12,Apple Mango,250
2025-06-04,Carrot,70
2025-07-28,Tomato A,60
2025-05-16,Apple,420
2025-06-13,Red Onion Grade B,95
2025-06-04,Pineapple,90
2025-08-01,White Cabbage,40
2025-07-30,Carrot,100
2025-05-05,Ginger,150
2025-09-18,Papaya,100
2025-10-04,Red Onion Elfora,120
2025-07-22,Avocado,100
2025-09-29,Red Onion B,120
2025-09-24,Banana,80
2025-09-08,Eggplant,100
2025-05-23,Garlic,400
2025-10-06,Cucumber,140
2025-09-15,Tomato A,60
2025-10-19,White Cabbage,40
2025-07-02,Pineapple,120
2025-06-10,Yerer Orange,240
2025-09-23,Tomato A,90
2025-08-08,Sweet Potato,80
2025-06-06,Chilly Green (Elfora),190
2025-09-15,Green Beans,150
2025-09-24,Strawberry,200
2025-04-09,Pineapple,100
2025-05-24,Broccoli,160
2025-10-11,Chili Green,170
2025-04-24,Salad,180
2025-04-06,White Cabbage,50
2025-04-10,Tomatoes Grade A,60
2025-07-22,Mango Apple,240
2025-05-29,Avocado,100
2025-05-13,Papaya,70
2025-04-29,Red Onion Grade C,60
2025-08-01,Carrot,120
2025-08-05,Zucchini,90
2025-10-08,Green chili starta,150
2025-05-20,Chilly Green (Elfora),190
2025-09-14,Red Onion B,120
2025-09-22,Lemon,150
2025-05-02,Green Beans,100
2025-07-13,Corn,35
2025-05-14,Pineapple,130
2025-04-07,Courgette,200
2025-05-03,Chilly Green (Elfora),200
2025-04-28,Beet root,45
2025-07-10,Avocado,100
2025-05-02,Ye Habesha Mango,80
2025-05-06,Yerer Orange,280
2025-08-21,Carrot,120
2025-07-13,Salad,150
2025-06-07,Carrot,65
2025-04-29,Carrot,60
2025-08-11,Papaya,140
2025-10-14,Pineapple,120
2025-08-11,Potato,40
2025-08-26,Chili Green,160
2025-04-19,Beet root,50
2025-10-14,Green Beans,150
2025-10-06,Garlic,300
2025-04-28,Papaya,75
2025-10-22,Chili Green,160
2025-07-29,Ginger,220
2025-08-21,Cucumber,130
2025-07-22,Red Onion B,90
2025-07-28,Pineapple,120
2025-07-03,Mango Apple,150
2025-08-28,Cucumber,220
2025-05-12,Avocado,100
2025-06-08,Ginger,200
2025-06-12,Avocado,90
2025-08-03,Chili Green,140
2025-04-25,Apple Mango,200
2025-10-15,Green chili starta,180
2025-05-03,Cucumber,240
2025-10-09,Chili Green,170
2025-04-23,Green Beans,200
2025-05-27,Green Beans,150
2025-08-14,Chili Green,100
2025-07-01,Avocado,80
2025-10-06,Potato for chips,40
2025-05-03,Red Onion Grade B,60
2025-10-10,Orange,180
2025-10-09,Orange,160
2025-04-21,Garlic,400
2025-04-18,Tomatoes Grade A,65
2025-08-18,Sweet Potato,80
2025-08-02,Red Onion A,100
2025-06-13,Beet root,55
2025-09-24,Red Onion A,140
2025-04-14,Pineapple,100
2025-06-18,Garlic,400
2025-08-29,Sweet Potato,95
2025-06-19,Strawberry,200
2025-07-18,Apple,500
2025-10-06,Mango Apple,170
2025-07-26,Red Onion A,90
2025-04-02,White Cabbage,55
2025-06-20,Ginger,200
2025-08-05,Mango,75
2025-09-10,Sweet Potato,70
2025-07-05,Lemon,180
2025-04-12,Cucumber,200
2025-08-14,Avocado,90
2025-08-22,Lemon,180
2025-09-25,Chili Green,170
2025-06-16,Green Beans,140
2025-09-09,Papaya,120
2025-04-26,Potatoes,45
2025-09-03,Sweet Potato,100
2025-06-04,Papaya,70
2025-09-05,Lemon,150
2025-04-13,Lemon,260
2025-10-02,Ginger,180
2025-08-28,Red Onion Elfora,100
2025-04-07,Valencia Orange,220
2025-08-27,Sweet Potato,85
2025-10-06,Salad,150
2025-10-15,Banana,80
2025-10-22,Avocado,90
2025-08-17,Mango Apple,230
2025-08-05,Avocado,100
2025-08-24,Tomato A,55
2025-08-22,Orange,200
2025-07-11,Red Onion C,85
2025-06-09,Apple,440
2025-10-06,Apple,450
2025-09-09,Pineapple,120
2025-04-25,Apple,450
2025-06-21,Potatoes,50
2025-04-03,Broccoli,250
2025-08-03,Zucchini,150
2025-05-17,Broccoli,200
2025-05-01,Cucumber,160
2025-07-19,Broccoli,180
2025-04-08,Tomatoes Grade A,65
2025-08-27,White Cabbage,35
2025-09-18,Potato for chips,40
2025-08-09,Potato,40
2025-07-05,Banana,70
2025-10-20,Banana,70
2025-05-07,Apple,450
2025-10-13,Cucumber,170
2025-05-28,Green Beans,150
2025-06-13,White Cabbage,50
2025-08-29,Carrot,95
2025-07-24,Salad,150
2025-10-19,Sweet Potato,70
2025-08-14,Red Onion A,110
2025-09-10,White Cabbage,35
2025-09-26,Orange,180
2025-09-24,Garlic,400
2025-04-07,Carrot,75
2025-07-19,Garlic,380
2025-04-10,Tomatoes Grade A,65
2025-08-03,Salad,170
2025-06-13,Potatoes,50
2025-04-21,Yerer Orange,300
2025-07-14,Red Onion B,75
2025-09-07,Potato,30
2025-07-20,Apple,500
2025-04-25,Courgette,100
2025-04-08,Cucumber,280
2025-08-21,Mango,75
2025-08-30,Avocado,100
2025-08-17,Broccoli,170
2025-04-01,Garlic,280
2025-04-15,Pineapple,120
2025-08-20,Ginger,250
2025-09-29,Red Onion Elfora,125
2025-09-04,Red Onion B,110
2025-07-17,Carrot,120
2025-07-15,Garlic,350
2025-04-17,Courgette,150
2025-07-09,Chili Green,150
2025-08-13,Sweet Potato,90
2025-09-18,Carrot,95
2025-05-28,Ye Habesha Mango,150
2025-08-28,White Cabbage,45
2025-04-30,Chilly Green (Elfora),200
2025-08-13,Chili Green,100
2025-05-13,Apple,550
2025-04-05,Apple,450
2025-10-08,Red Onion A,100
2025-08-14,Potato,40
2025-06-09,Potatoes Restaurant Quality,35
2025-07-14,Pineapple,130
2025-10-21,White Cabbage,30
2025-04-26,Courgette,170
2025-05-21,Pineapple,120
2025-10-01,Papaya,120
2025-06-20,Chilly Green,120
2025-05-06,Tomatoes Grade A,40
2025-04-14,Yerer Orange,230
2025-08-28,Tomato B,45
2025-05-16,Avocado,125
2025-04-06,Courgette,175
2025-09-09,Red Onion Elfora,100
2025-07-05,Corn,35
2025-08-29,Eggplant,125
2025-09-05,Tomato B,65
2025-05-31,Salad,220
2025-10-20,Beetroot,50
2025-07-06,Potato,40
2025-07-11,Papaya,100
2025-10-13,Potato,35
2025-04-15,Beet root,55
2025-10-24,Garlic,350
2025-05-30,Tomatoes Grade B,45
2025-08-25,Ginger,250
2025-07-31,Broccoli,160
2025-08-12,Salad,150
2025-07-26,Lemon,200
2025-06-17,Salad,115
2025-09-18,Ginger,240
2025-09-05,White Cabbage,35
2025-05-12,Avocado Shekaraw,120
2025-09-18,Chili Green,150
2025-10-12,Broccoli,130
2025-06-21,Potatoes,45
2025-09-02,Red Onion B,100
2025-09-21,White Cabbage,35
2025-04-24,Beet root,50
2025-09-06,Papaya,120
2025-10-01,Red Onion A,130
2025-06-20,Lemon,200
2025-06-07,Avocado,90
2025-09-25,White Cabbage,50
2025-04-28,Salad,200
2025-07-24,Potato,40
2025-08-28,Potato for chips,45
2025-08-23,Ginger,230
2025-05-19,White Cabbage,40
2025-06-06,Broccoli,190
2025-05-08,Tomatoes Grade B,35
2025-08-25,Mango Apple,180
2025-09-17,Carrot,70
2025-08-17,Salad,140
2025-10-14,Carrot,100
2025-07-16,Red Onion A,85
2025-08-04,Apple,380
2025-09-28,White Cabbage,30
2025-07-30,Banana,70
2025-06-21,Salad,180
2025-09-11,Broccoli,200
2025-07-04,Banana,75
2025-07-01,Potatoes Chips,45
2025-06-20,Tomatoes Grade A,40
2025-07-07,Banana,65
2025-06-05,Courgette,165
2025-05-15,Green Beans,120
2025-05-17,Valencia Orange,250
2025-09-23,Potato,30
2025-07-27,Ginger,250
2025-04-11,Courgette,100
2025-05-04,Apple Mango,200
2025-04-23,Garlic,380
2025-10-08,Avocado,120
2025-05-17,Garlic,430
2025-07-01,Banana,65
2025-05-26,Potatoes,50
2025-05-02,Avocado Shekaraw,120
2025-08-02,Corn,40
2025-08-16,Carrot,120
2025-09-03,Pineapple,100
2025-05-17,Courgette,150
2025-07-15,Garlic,380
2025-08-05,Zucchini,140
2025-07-21,Corn,35
2025-05-26,Strawberry,200
2025-10-08,Green chili starta,230
2025-10-19,Papaya,95
2025-10-15,Tomato A,90
2025-09-17,Cucumber,170
2025-06-01,Broccoli,150
2025-07-19,Green Beans,120
2025-10-23,Apple,550
2025-09-16,Sweet Potato,90
2025-09-27,Avocado,120
2025-10-04,Broccoli,160
2025-07-12,Broccoli,270
2025-10-08,Salad,150
2025-09-10,Eggplant,100
2025-08-28,Corn,35
2025-04-15,Potatoes,55
2025-08-06,Beetroot,70
2025-10-01,Chili Green,160
2025-09-24,Orange,160
2025-10-11,Salad,150
2025-07-23,Salad,150
2025-09-25,Sweet Potato,75
2025-09-18,Tomato A,60
2025-09-20,Cucumber,150
2025-08-10,Eggplant,150
2025-04-21,Pineapple,120
2025-07-30,Lemon,190
2025-09-13,Apple,550
2025-10-01,Green Beans,100
2025-08-22,Eggplant,130
2025-10-02,Red Onion Elfora,110
2025-08-10,Broccoli,120
2025-05-28,Broccoli,220
2025-10-08,Sweet Potato,75
2025-09-29,Banana,80
2025-09-09,Cucumber,200
2025-09-06,Sweet Potato,80
2025-09-29,Red Onion B,130
2025-05-12,Green Beans,200
2025-05-07,Apple,420
2025-10-10,Tomato B,100
2025-08-10,Apple,500
2025-09-19,Avocado,90
2025-09-07,Zucchini,150
2025-08-24,Broccoli,230
2025-07-23,Ginger,220
2025-07-14,Potato,40
2025-07-02,Mango Apple,230
